Period,InvCapBank,InvResBank,InvComBank,InvComLoan,InvLabBank,InvMacro,ConsumRes,ConsumLab,ConsumCap,Demand,DemandPlan,DemandSurplus,GoodProduction,GoodPrice,Investment,InvestmentRes,InvestmentLab,Repayment,WagesPayment,RepaysPayment,Diff,DividendDecision,DividendPayment,DividendIncome,AccLabBank,AccLabLab,AccLabGood,AccResBank,AccResRes,AccResGood,AccCapBank,AccCapDiv,AccCapGood,AccComBank,AccComLoan,AccComDiv,AccComRes,AccComLab,AccComGood,AccBankComLoan,AccBankComBank,AccBankLabBank,AccBankResBank,AccBankCapBank
76,0.0,0.0,0.0,0.0,0.0,0.0,127.34489260244646,318.3472940588487,91.47074958235999,537.1629362436552,716.2665122947432,-179.103576051088,8.375645840082335,85.51776495455329,159.18677336887228,127.34941869509782,31.837354673774456,15.918677336887228,318.34067213099695,159.17033606549847,0.013119099761979669,91.48147049094497,91.47616362117213,91.47616362117213,335.1024147987881,5649.612084501587,3.9186302685988568,159.18111575305807,7197.511647058844,2.1271500656114286,152.4512493039333,91.47616362117213,1.782713622783843,228.69875656495168,875.433536420732,91.47616362117213,5.093843786564951,26.528894041821232,180.49138549678986,875.433536420732,228.69875656495117,335.1024147987881,159.18111575305807,152.4512493039333
77,0.0,0.0,0.0,0.0,0.0,0.0,127.34851347656755,318.34100322738954,91.47399800564727,537.1635147096044,716.2638303531187,-179.10031564351425,8.375588730882455,85.51802785064075,159.18838444682825,127.35070755746261,31.837676889365653,15.918838444682825,318.33948015694165,159.16974007847082,0.010500872612624335,91.48632539677736,91.48147049094496,91.48147049094496,335.09579287093635,5723.0836951573365,3.9185182090484267,159.18564184570943,7292.41767031104,2.127249566208018,152.45666334274546,91.48147049094496,1.782696536715865,228.71187566471366,875.4499737241058,91.48147049094496,5.0939767478039135,26.528389344249746,182.58572900712682,875.4499737241058,228.71187566471315,335.09579287093635,159.18564184570943,152.45666334274546
78,0.0,0.0,0.0,0.0,0.0,0.0,127.3502687412836,318.33955631046405,91.47848149682588,537.1683065485736,716.2691345630664,-179.10082801449278,8.375586679732663,85.51868208782345,159.18813126622052,127.35050501297643,31.837626253244107,15.918813126622052,318.34183758358506,159.17091879179253,0.006851029662698238,91.48997826937992,91.48632539677737,91.48632539677737,335.09426980048846,5796.555405144258,3.918427600778812,159.1878359266045,7387.323642008741,2.127317179118937,152.46413582804314,91.48632539677737,1.782724399378771,228.72237653732628,875.4686180924632,91.48632539677737,5.094028302298505,26.528290013078475,184.6800279537339,875.4686180924632,228.72237653732577,335.09426980048846,159.1878359266045,152.46413582804314
79,0.0,0.0,0.0,0.0,0.0,0.0,127.35045775863784,318.3417235199289,91.48318783679677,537.1753691153635,716.2786438706732,-179.1032747553097,8.375624711355972,85.51942912383801,159.18692224887187,127.3495377990975,31.837384449774376,15.918692224887186,318.3460639425215,159.1730319712607,0.0036793819757576784,91.49224293409196,91.48997826937992,91.48997826937992,335.0965510736094,5870.026918678959,3.9183776730807947,159.1880721982973,7482.229621808222,2.127346595645195,152.47197972799464,91.48997826937992,1.7827797884505245,228.72922756698898,875.4858305668913,91.48997826937992,5.094020200519057,26.528486465298755,186.7743168698162,875.4858305668913,228.72922756698858,335.0965510736094,159.1880721982973,152.47197972799464
80,0.0,0.0,0.0,0.0,0.0,0.0,127.3497217910056,318.3458469213919,91.48726209634665,537.1828308087441,716.2904721675463,-179.1076413588022,8.37568414678958,85.5202344804397,159.1847645779132,127.34781166233057,31.836952915582643,15.91847645779132,318.3513209633539,159.17566048167694,0.0005593452041239289,91.49324668136651,91.49224293409196,91.49224293409196,335.10089149620205,5943.498080017082,3.9183680017246036,159.187152238757,7577.135640296258,2.1273446226778123,152.47877016057777,91.49224293409196,1.782847632445426,228.73290694896474,875.4997208445026,91.49224293409196,5.093981511963901,26.52883866187679,188.86861610205216,875.4997208445026,228.73290694896434,335.10089149620205,159.187152238757,152.47877016057777
81,0.0,0.0,0.0,0.0,0.0,0.0,127.34819368806558,318.35104726125587,91.49025059899384,537.1894915483153,716.3031632149923,-179.11367166667696,8.375750502060997,85.52107217600782,159.18178485279455,127.34542788223564,31.83635697055891,15.918178485279455,318.3569614288854,159.1784807144427,-0.002840305820427602,91.49338651766755,91.49324668136651,91.49324668136651,335.1063655381641,6016.968803270136,3.9183806788140134,159.18524211008196,7672.0417278297655,2.1273214015596436,152.48375099832307,91.49324668136651,1.78291233706887,228.73346629416886,875.5088249407388,91.49324668136651,5.093912466493223,26.529276746946152,190.96294667126696,875.5088249407388,228.73346629416847,335.1063655381641,159.18524211008196,152.48375099832307
82,0.0,0.0,0.0,0.0,0.0,0.0,127.34598104340162,318.35666572050394,91.49204824841745,537.194695012323,716.3141741797056,-179.11947916738256,8.375813996321048,85.52173848348781,159.17891525791515,127.34313220633213,31.835783051583032,15.917891525791514,318.36185519098024,159.18092759549012,-0.005691240231840311,91.49225039533938,91.49338651766755,91.49338651766755,335.11227970579364,6090.439056484395,3.9184056581269497,159.18247630425202,7766.947910714476,2.127281980877787,152.48674708069575,91.49338651766755,1.7829626849153986,228.73062598834844,875.5121290790908,91.49338651766755,5.093817115289425,26.529746785740457,193.05732723864398,875.5121290790908,228.73062598834804,335.11227970579364,159.18247630425202,152.48674708069575
83,0.0,0.0,0.0,0.0,0.0,0.0,127.34370197374604,318.3615957174564,91.4928512099675,537.1981489011699,716.3213715443543,-179.12322264318436,8.375865789704822,85.52206894537628,159.17706555495585,127.34165244396468,31.83541311099117,15.917706555495585,318.36505401971306,159.18252700985647,-0.00626941274776982,91.48997389924665,91.4922503953394,91.4922503953394,335.11746917626994,6163.908901885147,3.918443601138132,159.17962746718254,7861.854185426223,2.127232680768138,152.48808534994583,91.4922503953394,1.782995508959624,228.7249347481166,875.5101167415157,91.4922503953394,5.093725288253286,26.53015459924835,195.151759395235,875.5101167415157,228.72493474811608,335.11746917626994,159.17962746718254,152.48808534994583
84,0.0,0.0,0.0,0.0,0.0,0.0,127.34206234992094,318.36488110460033,91.49249072119063,537.1994341757119,716.3244470940997,-179.12501291838782,8.375899945268369,85.52208739059242,159.17618096045817,127.34094476836654,31.835236192091635,15.917618096045818,318.366420930711,159.18321046535547,-0.004934927509566478,91.48746613414754,91.48997389924665,91.48997389924665,335.12092747852665,6237.378480716838,3.918488760161474,159.17757793740117,7956.760519328464,2.127185488066173,152.48748453531772,91.48997389924665,1.783013893711796,228.71866533536883,875.504655286615,91.48997389924665,5.093666097758587,26.530421168309417,197.24622723087157,875.504655286615,228.7186653353683,335.12092747852665,159.17757793740117,152.48748453531772
85,0.0,0.0,0.0,0.0,0.0,0.0,127.34116828467745,318.3663439394055,91.49098062802425,537.1984928521072,716.3241933892431,-179.1257005371359,8.37591344918616,85.52191921931144,159.17584120142172,127.34067296113739,31.835168240284347,15.917584120142171,318.366308172997,159.18315408649843,-0.003267301251526078,91.4854921631437,91.48746613414755,91.48746613414755,335.1224673046374,6310.847945639279,3.9185286308942855,159.1764603558468,8051.66688153773,2.1271518371738303,152.48496771337375,91.48746613414755,1.783016801723069,228.71373040785926,875.4976257817178,91.48746613414755,5.093637790734662,26.53053507755925,199.34071554826141,875.4976257817178,228.71373040785875,335.1224673046374,159.1764603558468,152.48496771337375
86,0.0,0.0,0.0,0.0,0.0,0.0,127.34077202584541,318.36630996131737,91.48887193169823,537.195953918861,716.3211436813133,-179.12518976245224,8.375907553963273,85.5216153075099,159.1760935800583,127.34087486404665,31.835218716011664,15.91760935800583,318.3649527472504,159.18247637362515,-0.0017486491466343068,91.4841852426431,91.4854921631437,91.4854921631437,335.12243153822885,6384.317419958195,3.918555049396361,159.17596503230675,8146.573254619284,2.1271342156619486,152.48145321949704,91.4854921631437,1.7830024112350138,228.71046310660773,875.4903128966412,91.4854921631437,5.093626918445495,26.530525681083077,201.43521602454035,875.4903128966412,228.71046310660722,335.12243153822885,159.17596503230675,152.48145321949704
87,0.0,0.0,0.0,0.0,0.0,0.0,127.3408542964064,318.3650206079538,91.48684407056551,537.1927189749257,716.3163377763468,-179.12361880142112,8.375886925758934,85.5212521522241,159.1768698085651,127.34149584685208,31.83537396171302,15.91768698085651,318.3628167894875,159.18140839474373,-0.00031749023548854893,91.48348578298445,91.4841852426431,91.4841852426431,335.1210743241619,6457.787007229258,3.9185692018457243,159.176067870508,8241.479619624723,2.1271295870817792,152.47807345094253,91.4841852426431,1.7829757998117421,228.7087144574611,875.4839301030743,91.4841852426431,5.093634994561866,26.530412728937534,203.52971797142678,875.4839301030743,228.7087144574606,335.1210743241619,159.176067870508,152.47807345094253
88,0.0,0.0,0.0,0.0,0.0,0.0,127.34136753676295,318.3629269804108,91.48524877381207,537.1895432909859,716.3111561891285,-179.12161289814264,8.37585880342625,85.52092066023276,159.17786095037246,127.34228876029798,31.835572190074494,15.917786095037247,318.3605138618349,159.18025693091744,0.0008589053235255051,91.48348762268878,91.48348578298445,91.48348578298445,335.1188705056956,6531.256772496801,3.918570640789991,159.17670942095367,8336.385959790849,2.12713548330406,152.47541462302013,91.48348578298445,1.7829459861270922,228.7083969672256,875.4793915168956,91.48348578298445,5.093659833874082,26.530234732457288,205.62421044310608,875.4793915168956,228.7083969672252,335.1188705056956,159.17670942095367,152.47541462302013
89,0.0,0.0,0.0,0.0,0.0,0.0,127.34210451559093,318.36063451776363,91.4841909793155,537.18693001267,716.306534546997,-179.11960453432698,8.375830269231706,85.52066022377767,159.1788533121456,127.3430826497165,31.835770662429123,15.91788533121456,318.3584597986653,159.17922989933265,0.0015233544123702814,91.48393085218152,91.48348762268878,91.48348762268878,335.1164573871196,6604.7267296749815,3.9185606613782293,159.17763064448866,8431.292268240437,2.1271490250889866,152.4736516321925,91.48348762268878,1.7829195533103759,228.70925587254914,875.4769955363506,91.48348762268878,5.093691550411919,26.530042821819578,207.71868757823628,875.4769955363506,228.70925587254874,335.1164573871196,159.17763064448866,152.4736516321925
90,0.0,0.0,0.0,0.0,0.0,0.0,127.34288702289139,318.3585685346203,91.48376896533946,537.1852245228512,716.30290352547,-179.11767900261884,8.375806073233832,85.52047376246274,159.17980474930047,127.34384379944038,31.835960949860095,15.917980474930047,318.35684601132004,159.17842300566,0.001985603549769621,91.48460953131708,91.48393085218152,91.48393085218152,335.11428266802136,6678.196858025092,3.9185446930049452,159.17860877861423,8526.198544934448,2.127166239661518,152.47294827556578,91.48393085218152,1.782899868994659,228.7107792269615,875.4766189491635,91.48393085218152,5.09372330598866,26.529871649888776,209.81314760772662,875.4766189491635,228.7107792269611,335.11428266802136,159.17860877861423,152.47294827556578
91,0.0,0.0,0.0,0.0,0.0,0.0,127.34365244413061,318.35693213748505,91.4838660974447,537.1844506790603,716.3006716025942,-179.1162209235339,8.375789053276305,85.52038107053369,159.18052521292094,127.34442017033676,31.83610504258419,15.918052521292093,318.3558540455974,159.1779270227987,0.002165121931284375,91.4854307004942,91.48460953131706,91.48460953131706,335.1125601447211,6751.667120857483,3.918527853291307,159.17956555516326,8621.10479118247,2.127183800505919,152.47311016240783,91.48460953131706,1.782889392963661,228.71276483051128,875.4780006928039,91.48460953131706,5.093753751977615,26.52973716761001,211.90758968834612,875.4780006928039,228.71276483051088,335.1125601447211,159.17956555516326,152.47311016240783
92,0.0,0.0,0.0,0.0,0.0,0.0,127.34426662509554,318.3559079501918,91.48431215776812,537.1844867330555,716.3001047646512,-179.11561803159577,8.37578016249996,85.52040417341297,159.18082311353083,127.34465849082467,31.836164622706168,15.918082311353084,318.35560211762277,159.17780105881138,0.0018174788333453762,91.48624460280203,91.48543070049419,91.48543070049419,335.1114820528335,6825.137466353683,3.9185119114886375,159.18033328136943,8716.011014375656,2.1271996328219243,152.4738535962802,91.48543070049419,1.7828874977631002,228.71492995244256,875.4805988829262,91.48543070049419,5.09377680681347,26.52965450379979,214.00201698955055,875.4805988829262,228.71492995244216,335.1114820528335,159.18033328136943,152.4738535962802
93,0.0,0.0,0.0,0.0,0.0,0.0,127.34458011767884,318.3556174092512,91.48498328340378,537.1851808103338,716.3009632996784,-179.1157824893446,8.37577923580487,85.52051613748694,159.18074185172728,127.34459348138182,31.836148370345455,15.918074185172728,318.35598368874594,159.17799184437294,0.0011090447584365393,91.48686532922413,91.48624460280203,91.48624460280203,335.11117622026444,6898.607832843881,3.9184981328212087,159.18072514709854,8810.917228036022,2.1272111619485514,152.4749721390063,91.48624460280203,1.7828916665356456,228.7167474312759,875.4836209376456,91.48624460280203,5.093786339632987,26.529633509801897,216.09643667527135,875.4836209376456,228.7167474312755,335.11117622026444,159.18072514709854,152.4749721390063
94,0.0,0.0,0.0,0.0,0.0,0.0,127.34459080864121,318.3559653747713,91.48574007504273,537.1862962584553,716.3026176332254,-179.1163213747701,8.375784924753793,85.52065556462234,159.18047557805184,127.34438046244148,31.83609511561037,15.918047557805185,318.3567189481002,159.1783594740501,0.00044762269112652575,91.48720973381741,91.48686532922412,91.48686532922412,335.11154249975925,6972.078167536485,3.9184891729446827,159.18073851080152,8905.823444296766,2.127216336910238,152.47623345840455,91.48686532922412,1.7828997810773195,228.71785647603434,875.486370945,91.48686532922412,5.093783739255273,26.52966530739549,218.19085554198384,875.486370945,228.71785647603394,335.11154249975925,159.18073851080152,152.47623345840455
95,0.0,0.0,0.0,0.0,0.0,0.0,127.34442253168146,318.35668126943375,91.48641522755157,537.1875190286668,716.3045502111427,-179.1170311824759,8.375794616297528,85.52078734325282,159.18012484884326,127.34409987907462,31.836024969768655,15.918012484884326,318.35757787161896,159.17878893580948,-3.254281045883545e-5,91.48732163949019,91.48720973381742,91.48720973381742,335.1122960730882,7045.5484409574765,3.918486724721196,159.1805281646018,9000.729669078268,2.1272155867570146,152.47735871258595,91.48720973381742,1.7829101320829854,228.71830409872547,875.4884870490017,91.48720973381742,5.093775218497659,26.529726579008354,220.28527729532766,875.4884870490017,228.71830409872507,335.1122960730882,159.1805281646018,152.47735871258595
96,0.0,0.0,0.0,0.0,0.0,0.0,127.34416440959599,318.3575330415097,91.48689193131106,537.1885893824168,716.3064778524821,-179.11788847006528,8.375805478299164,85.5209065812664,159.17970124777432,127.34376099821947,31.835940249554866,15.917970124777431,318.35843460110317,159.17921730055158,-0.0004439091733274836,91.48730862236602,91.4873216394902,91.4873216394902,335.1131926752734,7119.018642801509,3.9184892372308657,159.18020551199498,9095.635905083105,2.1272110995657707,152.4781532188518,91.4873216394902,1.782920518712708,228.718271555915,875.4898229620355,91.4873216394902,5.093763995162985,26.52979815596825,222.3797041212122,875.4898229620355,228.7182715559146,335.1131926752734,159.18020551199498,152.4781532188518
97,0.0,0.0,0.0,0.0,0.0,0.0,127.34384168049479,318.3583895231235,91.48714975621854,537.1893809598369,716.3081013029545,-179.11872034311762,8.375815457988669,85.5209985100323,159.17929020521,127.34343216416801,31.835858041042002,15.917929020521001,318.35915613464647,159.1795780673232,-0.0008038234567493419,91.48713105869668,91.48730862236602,91.48730862236602,335.11409423486685,7192.488773251416,3.9184941324600406,159.17980210061847,9190.542154643177,2.1272046590631604,152.4785829270309,91.48730862236602,1.782928755970096,228.71782764674168,875.4903069092583,91.48730862236602,5.093750439928779,26.52986955009193,224.4741380512344,875.4903069092583,228.71782764674128,335.11409423486685,159.17980210061847,152.4785829270309
98,0.0,0.0,0.0,0.0,0.0,0.0,127.34351406743336,318.35911780407037,91.48724507590703,537.1898769474108,716.3091904814447,-179.11931353403395,8.37582323392865,85.52104915249775,159.17899709997025,127.3431976799762,31.83579941999405,15.917899709997025,318.35964021397547,159.1798201069877,-0.0009150122549499429,91.48680952931397,91.48713105869666,91.48713105869666,335.1148608463899,7265.958843573529,3.918500390602855,159.1793925842917,9285.44841735661,2.1271973526202035,152.4787417931784,91.48713105869666,1.7829339157149404,228.71702382328493,875.490019047145,91.48713105869666,5.0937372865667205,26.52992967788721,226.56857945701506,875.490019047145,228.71702382328453,335.1148608463899,159.1793925842917,152.4787417931784
99,0.0,0.0,0.0,0.0,0.0,0.0,127.3432609574676,318.3596140934802,91.4871766655808,537.1900517165286,716.3097017487637,-179.11965003223509,8.37582824999927,85.52105897692282,159.1788308309211,127.34306466473689,31.83576616618422,15.91788308309211,318.359867443895,159.1799337219475,-0.0007928124435920836,91.486443524412,91.48680952931397,91.48680952931397,335.115383256295,7339.4288735556975,3.918507014944921,159.1790761968345,9380.354689449412,2.1271904481455817,152.47862777596802,91.48680952931397,1.7829364607141136,228.71610881102998,875.4891960401275,91.48680952931397,5.093727907199047,26.52997001783129,228.66302655874128,875.4891960401275,228.71610881102947,335.115383256295,159.1790761968345,152.47862777596802
100,0.0,0.0,0.0,0.0,0.0,0.0,127.34310392328305,318.3598547763742,91.48695638382073,537.189915083478,716.3096916322127,-179.11977654873465,8.37583027229336,85.5210371205483,159.17876831716092,127.34301465372874,31.835753663432186,15.917876831716091,318.3598629476501,159.17993147382504,-0.0005691989769047723,91.48612639943457,91.48644352441198,91.48644352441198,335.1156366067097,7412.898884602039,3.9185127216471676,159.1788799041038,9475.260966862823,2.127185246125853,152.4782606397012,91.48644352441198,1.7829365558986012,228.7153159985864,875.4880931491011,91.48644352441198,5.093722586589474,26.52998895365792,230.7574773545455,875.4880931491011,228.71531599858588,335.1156366067097,159.1788799041038,152.4782606397012
